points,pass_atts,pass_cmps,pass_yds,pass_tds,pass_ints,pass_2pts,rush_atts,rush_yds,rush_tds,rush_2pts,recs,rec_yds,rec_tds,rec_2pts,fumbles_lost,is_QB,is_RB,is_WR,is_TE,prev_points
117.00,253,137,"1,760",9,6,0,14,72,1,0,0,0,0,0,2,1,0,0,0,26.00
104.00,267,141,"1,731",9,9,1,12,44,0,0,0,0,0,0,2,1,0,0,0,24.00
104.00,267,141,"1,731",9,9,1,12,44,0,0,0,0,0,0,2,1,0,0,0,24.00
2.00,12,7,130,0,1,0,2,-2,0,0,0,0,0,0,0,1,0,0,0,22.00
2.00,12,7,130,0,1,0,2,-2,0,0,0,0,0,0,0,1,0,0,0,22.00
2.00,12,7,130,0,1,0,2,-2,0,0,0,0,0,0,0,1,0,0,0,22.00
118.00,239,152,"1,648",7,9,0,34,151,4,0,0,0,0,0,4,1,0,0,0,11.00
118.00,239,152,"1,648",7,9,0,34,151,4,0,0,0,0,0,4,1,0,0,0,11.00
3.00,16,11,95,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,7.00
91.00,211,118,"1,547",8,8,0,11,27,0,0,0,0,0,0,1,1,0,0,0,7.00
12.00,86,42,481,1,7,0,9,32,0,0,0,0,0,0,0,1,0,0,0,7.00
18.00,38,25,248,1,1,0,14,52,0,0,0,0,0,0,0,1,0,0,0,7.00
18.00,38,25,248,1,1,0,14,52,0,0,0,0,0,0,0,1,0,0,0,7.00
7.00,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,1,0,0,0,2.00
7.00,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,1,0,0,0,2.00
7.00,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,1,0,0,0,2.00
11.00,31,16,156,1,1,0,5,37,0,0,0,0,0,0,1,1,0,0,0,1.00
131.00,317,180,"2,015",11,8,0,14,107,0,0,0,0,0,0,2,1,0,0,0,1.00
-1.00,22,15,113,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.00
3.00,5,1,2,0,1,0,8,64,0,0,1,6,0,0,0,1,0,0,0,0.00
3.00,5,1,2,0,1,0,8,64,0,0,1,6,0,0,0,1,0,0,0,0.00
-2.00,6,2,53,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00
17.00,13,10,151,1,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0.00
17.00,13,10,151,1,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0.00
99.00,242,142,"1,673",8,7,1,23,64,0,0,0,0,0,0,4,1,0,0,0,0.00
2.00,49,30,300,0,4,0,2,-2,0,0,0,0,0,0,1,1,0,0,0,0.00
88.00,200,124,"1,392",8,5,0,20,65,0,0,0,0,0,0,6,1,0,0,0,-2.00
118.00,358,219,"2,310",10,14,0,5,24,0,0,0,0,0,0,1,1,0,0,0,-3.00
278.00,448,262,"3,127",18,12,1,103,539,5,0,0,0,0,0,5,1,0,0,0,447.00
336.00,582,373,"4,109",33,9,0,36,57,0,0,0,0,0,0,3,1,0,0,0,410.00
353.00,452,285,"3,475",20,7,0,118,849,6,0,1,17,0,0,0,1,0,0,0,393.00
178.00,475,280,"2,908",11,17,1,56,419,0,0,0,0,0,0,1,1,0,0,0,377.00
124.00,224,141,"1,626",11,3,0,8,25,0,0,0,0,0,0,1,1,0,0,0,372.00
360.00,659,456,"4,952",33,17,0,27,68,1,0,1,1,0,0,3,1,0,0,0,365.00
420.00,520,341,"4,381",38,5,1,43,269,2,0,0,0,0,0,2,1,0,0,0,352.00
327.00,601,379,"4,410",30,14,0,12,31,1,0,0,0,0,0,4,1,0,0,0,352.00
284.00,602,363,"4,257",22,12,1,43,93,2,0,0,0,0,0,3,1,0,0,0,347.00
108.00,204,126,"1,710",10,9,0,7,20,0,0,0,0,0,0,2,1,0,0,0,344.00
318.00,570,379,"4,286",31,18,0,37,102,0,0,0,0,0,0,2,1,0,0,0,337.00
206.00,312,197,"2,483",17,8,0,50,184,2,0,0,0,0,0,1,1,0,0,0,336.00
224.00,599,348,"3,270",21,12,0,29,92,0,0,0,0,0,0,4,1,0,0,0,329.00
224.00,599,348,"3,270",21,12,0,29,92,0,0,0,0,0,0,4,1,0,0,0,329.00
0.00,0,0,0,0,0,0,4,-3,0,0,0,0,0,0,0,1,0,0,0,300.00
242.00,464,303,"3,265",18,6,0,49,254,1,0,0,0,0,0,1,1,0,0,0,299.00
323.00,590,392,"4,045",27,12,0,56,311,1,0,1,-4,0,0,2,1,0,0,0,297.00
251.00,481,309,"3,398",19,17,1,60,169,4,0,1,18,1,0,2,1,0,0,0,286.00
326.00,628,415,"4,694",28,14,1,29,145,0,0,0,0,0,0,2,1,0,0,0,271.00
364.00,608,408,"4,952",32,9,3,33,27,0,0,0,-6,0,0,5,1,0,0,0,264.00
306.00,561,370,"3,812",28,18,4,39,191,2,0,0,0,0,0,6,1,0,0,0,264.00
306.00,561,370,"3,812",28,18,4,39,191,2,0,0,0,0,0,6,1,0,0,0,264.00
306.00,561,370,"3,812",28,18,4,39,191,2,0,0,0,0,0,6,1,0,0,0,264.00
197.00,402,259,"2,919",14,12,2,47,209,1,0,0,0,0,0,0,1,0,0,0,218.00
173.00,438,242,"3,326",12,13,0,24,39,0,0,0,0,0,0,1,1,0,0,0,199.00
303.00,554,344,"3,986",27,12,0,39,70,2,0,0,0,0,0,0,1,0,0,0,185.00
422.00,616,380,"4,761",40,16,0,64,273,3,0,0,0,0,0,6,1,0,0,0,157.00
144.00,327,184,"2,206",11,14,0,25,127,3,0,0,0,0,0,4,1,0,0,0,156.00
7.00,7,3,38,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,143.00
7.00,10,4,52,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,130.00
277.00,478,289,"3,369",19,10,0,104,639,1,0,0,0,0,0,5,1,0,0,0,116.00
22.00,44,30,301,2,0,0,8,-11,0,0,0,0,0,0,1,1,0,0,0,106.00
142.00,311,186,"2,163",13,10,0,16,68,0,0,0,0,0,0,3,1,0,0,0,106.00
387.00,597,395,"4,727",39,15,2,24,-24,0,0,0,0,0,0,2,1,0,0,0,105.00
10.00,35,18,175,0,2,0,9,29,1,0,0,0,0,0,0,1,0,0,0,103.00
23.00,75,41,400,2,2,0,6,-2,0,0,0,0,0,0,0,1,0,0,0,76.00
24.00,41,24,303,3,2,0,6,-1,0,0,0,0,0,0,0,1,0,0,0,72.00
27.00,71,41,425,3,4,0,9,18,0,0,0,0,0,0,0,1,0,0,0,69.00
27.00,71,41,425,3,4,0,9,18,0,0,0,0,0,0,0,1,0,0,0,69.00
26.00,77,45,435,2,2,0,10,35,0,0,0,0,0,0,1,1,0,0,0,51.00
329.00,435,304,"3,705",34,9,0,26,61,0,0,0,0,0,0,3,1,0,0,0,50.00
85.00,179,107,"1,412",8,7,0,5,4,0,0,0,0,0,0,2,1,0,0,0,48.00
65.00,131,76,838,5,3,0,16,52,1,0,0,0,0,0,0,1,0,0,0,43.00
65.00,131,76,838,5,3,0,16,52,1,0,0,0,0,0,0,1,0,0,0,43.00
163.00,309,198,"2,418",14,11,0,34,87,1,0,0,0,0,0,3,1,0,0,0,39.00
17.00,48,26,223,2,1,0,3,9,0,0,0,0,0,0,0,1,0,0,0,35.00
45.00,121,64,604,3,2,0,26,153,0,0,0,0,0,0,2,1,0,0,0,32.00
-3.00,10,5,57,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,32.00
0.00,4,3,64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.00
0.00,4,3,64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.00
168.00,367,219,"2,525",13,13,0,59,238,1,0,0,0,0,0,3,1,0,0,0,23.00
131.00,284,180,"2,001",12,9,0,16,36,0,0,0,0,0,0,3,1,0,0,0,21.00
7.00,19,12,129,1,2,0,2,3,0,0,0,0,0,0,0,1,0,0,0,14.00
7.00,19,12,129,1,2,0,2,3,0,0,0,0,0,0,0,1,0,0,0,14.00
67.00,128,91,"1,057",4,3,0,16,66,1,0,0,0,0,0,1,1,0,0,0,11.00
67.00,128,91,"1,057",4,3,0,16,66,1,0,0,0,0,0,1,1,0,0,0,11.00
67.00,128,91,"1,057",4,3,0,16,66,1,0,0,0,0,0,1,1,0,0,0,11.00
67.00,128,91,"1,057",4,3,0,16,66,1,0,0,0,0,0,1,1,0,0,0,11.00
2.00,5,4,60,0,0,0,2,-3,0,0,0,0,0,0,0,1,0,0,0,8.00
25.00,93,45,562,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.00
0.00,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.00
96.00,185,105,"1,326",7,2,0,20,90,0,0,0,10,0,0,0,1,0,0,0,3.00
96.00,185,105,"1,326",7,2,0,20,90,0,0,0,10,0,0,0,1,0,0,0,3.00
0.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.00
58.00,97,65,701,5,0,0,8,24,0,0,0,0,0,0,0,1,0,0,0,1.00
2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0.00
2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0.00
2.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0.00
0.00,4,2,21,0,0,0,2,-2,0,0,0,0,0,0,0,1,0,0,0,0.00
103.00,229,145,"1,657",8,7,0,10,10,1,0,1,0,0,0,1,1,0,0,0,0.00
12.00,27,19,182,1,0,0,10,9,0,0,0,0,0,0,0,1,0,0,0,0.00
7.00,28,16,157,0,0,0,4,15,0,0,0,0,0,0,0,1,0,0,0,0.00
101.00,240,132,"1,711",7,5,1,25,63,0,0,0,0,0,0,0,1,0,0,0,-1.00
101.00,240,132,"1,711",7,5,1,25,63,0,0,0,0,0,0,0,1,0,0,0,-1.00
352.00,572,347,"3,821",31,8,4,58,344,1,0,0,0,0,0,4,1,0,0,0,449.00
271.00,614,407,"4,591",21,16,1,36,63,0,0,0,0,0,0,5,1,0,0,0,412.00
365.00,627,428,"4,870",32,11,0,24,14,1,0,0,0,0,0,2,1,0,0,0,401.00
157.00,293,162,"1,881",15,12,1,33,196,0,0,0,0,0,0,1,1,0,0,0,364.00
344.00,543,379,"4,166",29,11,2,26,48,5,0,0,0,0,0,3,1,0,0,0,343.00
337.00,661,437,"4,792",29,13,2,17,28,0,0,0,0,0,0,2,1,0,0,0,321.00
337.00,661,437,"4,792",29,13,2,17,28,0,0,0,0,0,0,2,1,0,0,0,321.00
347.00,592,398,"4,262",32,13,0,44,159,1,0,1,-6,0,0,2,1,0,0,0,317.00
329.00,573,350,"3,987",32,13,1,33,138,0,0,0,0,0,0,3,1,0,0,0,316.00
377.00,606,355,"4,428",35,18,1,52,310,2,0,0,0,0,0,5,1,0,0,0,312.00
410.00,624,402,"4,770",36,7,0,34,53,3,0,1,36,0,0,2,1,0,0,0,307.00
264.00,469,319,"3,938",21,16,8,15,29,0,0,0,-3,0,0,0,1,0,0,0,306.00
307.00,535,312,"4,042",22,15,1,54,213,6,0,0,0,0,0,2,1,0,0,0,305.00
243.00,370,230,"2,818",19,10,3,34,252,2,0,1,41,1,0,6,1,0,0,0,304.00
393.00,483,329,"4,024",34,8,0,103,553,1,0,0,0,0,0,3,1,0,0,0,302.00
300.00,380,242,"3,035",20,6,0,104,568,4,1,1,4,0,0,1,1,0,0,0,290.00
372.00,537,342,"4,671",35,11,0,25,24,1,0,0,0,0,0,2,1,0,0,0,290.00
286.00,386,255,"3,250",25,7,0,57,142,3,0,0,0,0,0,2,1,0,0,0,289.00
447.00,495,296,"3,837",35,10,0,132,636,10,0,0,0,0,0,4,1,0,0,0,281.00
352.00,618,387,"4,432",35,14,0,20,61,0,0,0,0,0,0,4,1,0,0,0,274.00
185.00,413,266,"2,791",14,12,1,13,23,3,0,0,0,0,0,2,1,0,0,0,274.00
225.00,532,346,"3,725",19,14,0,26,39,0,0,0,0,0,0,3,1,0,0,0,256.00
299.00,470,307,"3,486",20,7,2,84,498,2,0,0,0,0,0,0,1,0,0,0,247.00
299.00,470,307,"3,486",20,7,2,84,498,2,0,0,0,0,0,0,1,0,0,0,247.00
116.00,244,144,"1,615",6,5,1,45,256,1,0,0,0,0,0,1,1,0,0,0,226.00
0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,223.00
297.00,586,363,"4,208",24,12,1,32,141,1,0,1,9,0,0,3,1,0,0,0,221.00
130.00,275,170,"1,967",10,6,0,21,61,1,0,0,0,0,0,1,1,0,0,0,191.00
336.00,562,335,"3,905",31,15,0,60,270,2,0,0,0,0,0,2,1,0,0,0,147.00
51.00,125,76,828,4,1,0,12,5,0,0,0,0,0,0,2,1,0,0,0,122.00
199.00,369,224,"2,606",19,7,0,15,44,0,0,0,0,0,0,2,1,0,0,0,90.00
199.00,369,224,"2,606",19,7,0,15,44,0,0,0,0,0,0,2,1,0,0,0,90.00
199.00,369,224,"2,606",19,7,0,15,44,0,0,0,0,0,0,2,1,0,0,0,90.00
143.00,282,178,"2,031",10,7,0,32,185,1,0,0,0,0,0,1,1,0,0,0,80.00
0.00,1,1,14,0,0,0,3,-2,0,0,0,0,0,0,0,1,0,0,0,69.00
0.00,1,1,14,0,0,0,3,-2,0,0,0,0,0,0,0,1,0,0,0,69.00
156.00,292,186,"2,109",12,4,2,20,98,1,0,0,0,0,0,6,1,0,0,0,65.00
156.00,292,186,"2,109",12,4,2,20,98,1,0,0,0,0,0,6,1,0,0,0,65.00
264.00,483,311,"3,659",21,11,1,38,201,1,0,0,0,0,0,5,1,0,0,0,54.00
0.00,4,1,6,0,0,0,5,-5,0,0,0,0,0,0,0,1,0,0,0,44.00
27.00,55,32,513,3,4,0,5,-5,0,0,0,0,0,0,1,1,0,0,0,42.00
27.00,55,32,513,3,4,0,5,-5,0,0,0,0,0,0,1,1,0,0,0,42.00
106.00,337,190,"2,052",7,10,1,17,20,1,0,0,0,0,0,2,1,0,0,0,33.00
106.00,337,190,"2,052",7,10,1,17,20,1,0,0,0,0,0,2,1,0,0,0,33.00
106.00,337,190,"2,052",7,10,1,17,20,1,0,0,0,0,0,2,1,0,0,0,33.00
1.00,6,4,36,0,0,0,7,-2,0,0,0,0,0,0,0,1,0,0,0,20.00
1.00,6,4,36,0,0,0,7,-2,0,0,0,0,0,0,0,1,0,0,0,20.00
69.00,204,119,"1,276",5,7,1,15,78,0,0,0,0,0,0,0,1,0,0,0,18.00
69.00,204,119,"1,276",5,7,1,15,78,0,0,0,0,0,0,0,1,0,0,0,18.00
3.00,32,16,150,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,11.00
-1.00,25,11,104,0,2,0,13,-13,0,0,0,0,0,0,0,1,0,0,0,11.00
-1.00,25,11,104,0,2,0,13,-13,0,0,0,0,0,0,0,1,0,0,0,11.00
0.00,1,1,4,0,0,0,3,-3,0,0,0,0,0,0,0,1,0,0,0,10.00
0.00,7,2,15,0,0,0,4,-5,0,0,0,0,0,0,0,1,0,0,0,9.00
0.00,7,2,15,0,0,0,4,-5,0,0,0,0,0,0,0,1,0,0,0,9.00
23.00,42,27,265,2,1,0,2,34,0,0,0,0,0,0,0,1,0,0,0,8.00
23.00,42,27,265,2,1,0,2,34,0,0,0,0,0,0,0,1,0,0,0,8.00
50.00,121,83,884,5,7,0,4,13,0,0,0,0,0,0,1,1,0,0,0,7.00
43.00,84,52,561,3,3,0,17,64,1,0,0,0,0,0,1,1,0,0,0,6.00
0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,1.00
14.00,32,23,142,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.00
14.00,32,23,142,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.00
32.00,80,52,540,3,4,0,4,10,0,0,0,0,0,0,0,1,0,0,0,0.00
32.00,80,52,540,3,4,0,4,10,0,0,0,0,0,0,0,1,0,0,0,0.00
32.00,80,52,540,3,4,0,4,10,0,0,0,0,0,0,0,1,0,0,0,0.00
0.00,2,2,4,0,0,0,2,-2,0,0,0,0,0,0,0,1,0,0,0,0.00
8.00,6,5,63,1,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0.00
39.00,91,59,616,4,4,0,6,22,0,0,0,0,0,0,1,1,0,0,0,-1.00
1.00,7,6,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.00
76.00,244,136,"1,336",5,6,1,5,15,1,0,0,0,0,0,0,1,0,0,0,-2.00
